,trace_id,predict,label,type
0,d191ea4d867c4663a4c3efe3db67fb33.41.16457200119920047,1,1,ts-payment-service.POST:/api/v1/inside_pay_service/inside_payment
1,6692efadd594462184c97e5b0b129009.38.16458655529160037,1,1,ts-order-service.POST:/api/v1/travelservice/trips/left
2,ec333defc1304c3cb54034d724d8c2ee.44.16457689330110007,1,1,ts-consign-price-service.PUT:/api/v1/consignservice/consigns
3,4f2ca34ee5c84c03856a87eb4ac87592.42.16457491076607545,1,1,ts-seat-service.POST:/api/v1/travelservice/trips/left
4,40c92ef0dafa45d3ac2e737789359166.42.16457417881570417,1,1,ts-ticketinfo-service.POST:/api/v1/travelplanservice/travelPlan/minStation
5,ba125860de4948dba180c865b630f328.44.16458535283190041,1,1,ts-consign-price-service.PUT:/api/v1/consignservice/consigns
6,40c92ef0dafa45d3ac2e737789359166.35.16457416893620385,1,1,ts-ticketinfo-service.POST:/api/v1/travelplanservice/travelPlan/cheapest
7,4f2ca34ee5c84c03856a87eb4ac87592.42.16457297277512697,1,1,ts-order-service.POST:/api/v1/travelservice/trips/left
8,40c92ef0dafa45d3ac2e737789359166.42.16457503125490745,1,1,ts-seat-service.POST:/api/v1/travelplanservice/travelPlan/cheapest
9,b88cc045753f4ba1967aa425fe079629.37.16461115994490885,1,1,station_code_chaos.POST:/api/v1/orderservice/order/refresh
10,ba125860de4948dba180c865b630f328.37.16458534505720039,1,1,ts-consign-price-service.PUT:/api/v1/consignservice/consigns
11,3137e95996e042a1ae0717cf0bcee243.38.16459928234160091,1,1,ts-basic-service.POST:/api/v1/travelplanservice/travelPlan/quickest
12,ba125860de4948dba180c865b630f328.42.16458520296200007,1,1,ts-consign-price-service.PUT:/api/v1/consignservice/consigns
13,8658ac688bcf4cf39e7c5ada757e8bd9.41.16457617285251651,1,1,ts-order-other-service.POST:/api/v1/travel2service/trips/left
14,d191ea4d867c4663a4c3efe3db67fb33.40.16457218425360107,1,1,ts-payment-service.POST:/api/v1/inside_pay_service/inside_payment
15,4f2ca34ee5c84c03856a87eb4ac87592.43.16457302032562585,1,1,ts-order-service.POST:/api/v1/travelservice/trips/left
16,3137e95996e042a1ae0717cf0bcee243.37.16459999576710251,1,1,ts-ticketinfo-service.POST:/api/v1/travelplanservice/travelPlan/minStation
17,d191ea4d867c4663a4c3efe3db67fb33.39.16457184115230001,1,1,ts-payment-service.POST:/api/v1/inside_pay_service/inside_payment
18,b85467a93fa94d2f8b80a81c0118a4db.39.16461227789370223,1,1,user_code_chaos.POST:/api/v1/preserveservice/preserve
19,40c92ef0dafa45d3ac2e737789359166.35.16457433006220469,1,1,ts-ticketinfo-service.POST:/api/v1/travelplanservice/travelPlan/cheapest
20,bd8d3b2224d3451a9b8de59256921a82.42.16458862106410215,1,1,empty.POST:/api/v1/users/login
21,3137e95996e042a1ae0717cf0bcee243.41.16460019034490381,1,1,ts-ticketinfo-service.POST:/api/v1/travelplanservice/travelPlan/cheapest
22,40c92ef0dafa45d3ac2e737789359166.35.16457504866350735,1,1,ts-seat-service.POST:/api/v1/travelplanservice/travelPlan/cheapest
23,40c92ef0dafa45d3ac2e737789359166.38.16457974522721693,1,1,ts-route-service.POST:/api/v1/travelplanservice/travelPlan/minStation
24,260838070bdf41ba868535755b7c6db7.43.16459448086370213,1,1,ts-consign-price-service.PUT:/api/v1/consignservice/consigns
25,b88cc045753f4ba1967aa425fe079629.43.16461045764780101,1,1,station_code_chaos.POST:/api/v1/orderservice/order/refresh
26,b85467a93fa94d2f8b80a81c0118a4db.39.16461195743420141,1,1,user_code_chaos.POST:/api/v1/preserveservice/preserve
27,3137e95996e042a1ae0717cf0bcee243.45.16459892736840043,1,1,empty.POST:/api/v1/travelplanservice/travelPlan/cheapest
28,4f2ca34ee5c84c03856a87eb4ac87592.44.16457504374717635,1,1,ts-seat-service.POST:/api/v1/travelservice/trips/left
29,40c92ef0dafa45d3ac2e737789359166.43.16457318065500147,1,1,ts-order-service.POST:/api/v1/travelplanservice/travelPlan/quickest
